Title,Artist,ArtistBio,Nationality,Continent,BeginDate,EndDate,Gender,DateProduced,Medium,DateAcquired,YearAcquired,AgeAtAcquisition,ObjectID,height,width,area,RevURL,ThumbnailURL
Grapes,Juan Gris,French,French,Europe,1867,1947,Male,1928,Oil on canvas,1979-12-11,1979,51,80586,42.2,46.4,1958.08,http://www.moma.org/collection/works/80586,http://www.moma.org/media/W1siZiIsIjY2MTg1Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=2137564ffebea186
The Enigma of a Day,Giorgio de Chirico,Italian,Italian,Europe,1888,1978,Male,1914,Oil on canvas,1979-12-11,1979,65,80587,185.5,139.7,25914.35,http://www.moma.org/collection/works/80587,http://www.moma.org/media/W1siZiIsIjE1MDk5MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=28a0c1e28dafd62e
The Duo,Giorgio de Chirico,Italian,Italian,Europe,1888,1978,Male,1915,Oil on canvas,1979-12-11,1979,64,80588,81.9,59,4832.1,http://www.moma.org/collection/works/80588,http://www.moma.org/media/W1siZiIsIjE1MDk5NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=460469ee74e8de75
The Seer,Giorgio de Chirico,Italian,Italian,Europe,1888,1978,Male,1915,Oil on canvas,1979-12-11,1979,64,80589,89.6,70.1,6280.96,http://www.moma.org/collection/works/80589,http://www.moma.org/media/W1siZiIsIjE1MDk5NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bdc309dc9d998627
The Amusements of a Young Girl,Giorgio de Chirico,Italian,Italian,Europe,1888,1978,Male,1915,Oil on canvas,1979-12-11,1979,64,80590,47.5,40.3,1914.25,http://www.moma.org/collection/works/80590,http://www.moma.org/media/W1siZiIsIjMyMzE4MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a343757c1b7e8bb0
The Faithful Servitor,Giorgio de Chirico,Italian,Italian,Europe,1888,1978,Male,1916,Oil on canvas,1979-12-11,1979,63,80591,38.2,34.5,1317.9,http://www.moma.org/collection/works/80591,http://www.moma.org/media/W1siZiIsIjE1MDk5NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=85a2985f580c20db
Debris of an Automobile Giving Birth to a Blind Horse Biting a Telephone,Salvador Dali,Spanish,Spanish,Europe,1904,1989,Male,1938,Oil on canvas,1979-12-11,1979,41,80592,54.5,65.1,3547.95,http://www.moma.org/collection/works/80592,http://www.moma.org/media/W1siZiIsIjE1OTE4OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b5a25b8085926b05
"My Cart, My Garden",Jean Dubuffet,French,French,Europe,1901,1985,Male,1955,Oil on canvas,1979-12-11,1979,24,80593,89.2,115.9,10338.28,http://www.moma.org/collection/works/80593,http://www.moma.org/media/W1siZiIsIjE2ODYwNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3ceeec056a34a5fc
Coffee Thyme,Sam Gilliam,American,American,North America,1933,0,Male,1977,Synthetic polymer paint and cut canvas on canvas,1979-12-11,1979,2,80594,229.7,279.3,64155.21,http://www.moma.org/collection/works/80594,http://www.moma.org/media/W1siZiIsIjE2NjgxMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=26ef04d8c83257df
Comet,Ron Gorchov,American,American,North America,1930,0,Male,1974,Oil on canvas,1979-12-11,1979,5,80595,158.2,191.8,30342.76,http://www.moma.org/collection/works/80595,http://www.moma.org/media/W1siZiIsIjI5ODcwOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ffd24b312a06fef3
Mussel Gatherers at High Tide,Leonid (Leonid Berman),American,American,North America,1896,1976,Male,1937,Oil on canvas,1979-12-11,1979,42,80596,54,81,4374,http://www.moma.org/collection/works/80596,http://www.moma.org/media/W1siZiIsIjE2ODYwNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f8d62262c9c6e804
The Quarriers,Leonid (Leonid Berman),American,American,North America,1896,1976,Male,1930,Oil on canvas,1979-12-11,1979,49,80597,27.1,41.4,1121.94,http://www.moma.org/collection/works/80597,http://www.moma.org/media/W1siZiIsIjE2ODYwNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8d3f4569819200f6
Tree,Loren MacIver,American,American,North America,1909,1998,Female,1945,Oil on canvas,1979-12-11,1979,34,80598,101.5,66,6699,http://www.moma.org/collection/works/80598,http://www.moma.org/media/W1siZiIsIjE3MDk3NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1f9ed7ce111000a6
Skylight,Loren MacIver,American,American,North America,1909,1998,Female,1948,Oil on canvas,1979-12-11,1979,31,80599,102,122.1,12454.2,http://www.moma.org/collection/works/80599,http://www.moma.org
Think,William Copley,American,American,North America,1919,1996,Male,1964,Oil on canvas,1964-12-08,1964,0,80600,65.1,81,5273.1,http://www.moma.org/collection/works/80600,http://www.moma.org/media/W1siZiIsIjgwNzQ2Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=44a33d0b7addbebd
Martigues,Andre Derain,French,French,Europe,1880,1954,Male,1908,Oil on canvas,1964-12-08,1964,56,80601,81.2,65.1,5286.12,http://www.moma.org/collection/works/80601,http://www.moma.org
"Here, Sir Fire, Eat!",Roberto Matta,Chilean,Chilean,South America,1911,2002,Male,1942,Oil on canvas,1979-12-11,1979,37,80602,142.3,112,15937.6,http://www.moma.org/collection/works/80602,http://www.moma.org/media/W1siZiIsIjE1MDk5OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fc9f1adfd05ab543
Portrait of Mistress Mills in 1750,Joan Miro,Spanish,Spanish,Europe,1893,1983,Male,1929,Oil on canvas,1979-12-11,1979,50,80603,116.7,89.6,10456.32,http://www.moma.org/collection/works/80603,http://www.moma.org/media/W1siZiIsIjIzMjcxNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=667e416b7655354d
Self-Portrait I,Joan Miro,Spanish,Spanish,Europe,1893,1983,Male,1938,"Pencil, crayon and oil on canvas",1979-12-11,1979,41,80604,146.1,97.2,14200.92,http://www.moma.org/collection/works/80604,http://www.moma.org/media/W1siZiIsIjE1MTAwMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9e9e4ed8b1fa9d48
Still Life,Henri Matisse,Italian,Italian,Europe,1890,1964,Male,1949,Oil on canvas,1979-12-11,1979,30,80607,36,43.7,1573.2,http://www.moma.org/collection/works/80607,http://www.moma.org/media/W1siZiIsIjE1MTAwMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=aec4cb354b447a46
"Square Motif in Brown, White, Black, Blue, and Ochre",Victor Pasmore,British,British,Europe,1908,1998,Male,1948,Paper collage and oil on canvas,1964-12-08,1964,16,80608,63.5,76.1,4832.35,http://www.moma.org/collection/works/80608,http://www.moma.org/media/W1siZiIsIjIwOTU4NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8596059af4eed256
Nude Seated on a Rock,Pablo Picasso,Spanish,Spanish,Europe,1881,1973,Male,1921,Oil on wood,1979-12-11,1979,58,80609,15.8,11.1,175.38,http://www.moma.org/collection/works/80609,http://www.moma.org/media/W1siZiIsIjIxMjAwMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c644370f6334e7d9
The Sigh,Pablo Picasso,Spanish,Spanish,Europe,1881,1973,Male,1923,Oil and charcoal on canvas,1979-12-11,1979,56,80611,60.3,50.2,3027.06,http://www.moma.org/collection/works/80611,http://www.moma.org/media/W1siZiIsIjE1MTAwMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=99a2a654a48f3f6b
"""For Greg""",Joanna Pousette-Dart,American,American,North America,1947,0,Female,1977,"Oil on canvas, two panels",1979-12-11,1979,2,80612,172.7,172.7,29825.29,http://www.moma.org/collection/works/80612,http://www.moma.org
Watching the Clock,Kay Sage,American,American,North America,1898,1963,Female,1958,Oil on canvas,1979-12-11,1979,21,80614,35.6,35.6,1267.36,http://www.moma.org/collection/works/80614,http://www.moma.org/media/W1siZiIsIjE2NTc2MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1d0e39d23a780953
Dunes,Augustus Vincent Tack,American,American,North America,1870,1949,Male,1935,"Oil on canvas, mounted on board",1979-12-11,1979,44,80615,183,121.5,22234.5,http://www.moma.org/collection/works/80615,http://www.moma.org/media/W1siZiIsIjIyMDM0NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e30d6beba271dd82
Blue Vase,Rene Pierre Tal-Coat,French,French,Europe,1905,1985,Male,n.d.,Oil on canvas,1979-12-11,1979,,80616,14.5,18.3,265.35,http://www.moma.org/collection/works/80616,http://www.moma.org/media/W1siZiIsIjIwOTU4NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b1230d0f7550e8f0
The Mood of Now,Yves Tanguy,American,American,North America,1900,1955,Male,1928,Oil on canvas,1979-12-11,1979,51,80617,100.1,73.3,7337.33,http://www.moma.org/collection/works/80617,http://www.moma.org/media/W1siZiIsIjE1NjM4NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e3150869ac01d11b
Still Life #57,Tom Wesselmann,American,American,North America,1931,2004,Male,1969,"Oil on canvas and base of synthetic polymer paint on carpet, in six sections",1971-01-12,1971,2,80618,312.5,495,154687.5,http://www.moma.org/collection/works/80618,http://www.moma.org/media/W1siZiIsIjI2MzI2NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6acce122a29aed8e
Madame Bonjean,Pavel Tchelitchew,American,American,North America,1898,1957,Male,1931,Oil on canvas,1979-12-11,1979,48,80619,130.1,96.7,12580.67,http://www.moma.org/collection/works/80619,http://www.moma.org/media/W1siZiIsIjIzNTMxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ef136a27b2ad0356
Map of the World,Alighiero Boetti,Italian,Italian,Europe,1940,1994,Male,1989,Embroidery on fabric,1999-12-06,1999,10,80620,117.5,227.7,26754.75,http://www.moma.org/collection/works/80620,http://www.moma.org/media/W1siZiIsIjE1MTAwNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fd6acce42ecdf880
Open No. 17: In Ultramarine with Charcoal Line,Robert Motherwell,American,American,North America,1915,1991,Male,1968,Synthetic polymer paint and charcoal on canvas,1969-12-31,1969,1,80621,251.4,510.3,128289.42,http://www.moma.org/collection/works/80621,http://www.moma.org/media/W1siZiIsIjE1MTAwNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d15ecb39aaa87ea7
Leaf Children,Pavel Tchelitchew,American,American,North America,1898,1957,Male,1940,Oil on canvas,1979-12-11,1979,39,80622,41.7,36.7,1530.39,http://www.moma.org/collection/works/80622,http://www.moma.org/media/W1siZiIsIjE2NTc2MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=30ececf72c8109cf
Gigantomachy I,Leon Golub,American,American,North America,1922,2004,Male,1965,Synthetic polymer paint on linen,1999-12-06,1999,34,80623,306.7,743,227878.1,http://www.moma.org/collection/works/80623,http://www.moma.org
Bridgehampton Rose,Esteban Vicente,American,American,North America,1903,2001,Male,1970,Oil on canvas,1979-12-11,1979,9,80624,152.7,122,18629.4,http://www.moma.org/collection/works/80624,http://www.moma.org
The Furniture of Time,Yves Tanguy,American,American,North America,1900,1955,Male,1939,Oil on canvas,1979-12-11,1979,40,80625,116.7,89.4,10432.98,http://www.moma.org/collection/works/80625,http://www.moma.org/media/W1siZiIsIjY5MzMyIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=175e4cece3cf95c0
Pasiphae,Andre Masson,French,French,Europe,1896,1987,Male,1942,Oil and sand on canvas,1999-12-06,1999,57,80626,50.5,63.8,3221.9,http://www.moma.org/collection/works/80626,http://www.moma.org/media/W1siZiIsIjE2MDUyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=243df926d8a5aab2
Prince amongst Thieves,Chris Ofili,British,British,Europe,1968,0,Male,1999,"Oil, paper collage, glitter, polyester resin, map pins, and elephant dung on linen",1999-12-06,1999,0,80627,243.8,182.9,44591.02,http://www.moma.org/collection/works/80627,http://www.moma.org/media/W1siZiIsIjE0OTgyOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1ee6d99cb194bd96
Daybreak,Joseph Hirsch,American,American,North America,1910,1981,Male,1962,Oil on canvas,1964-12-08,1964,2,80628,145.4,183.5,26680.9,http://www.moma.org/collection/works/80628,http://www.moma.org
Woodmen,Georg Baselitz,German,German,Europe,1938,0,Male,1967,Charcoal and synthetic resin on canvas,1999-12-06,1999,32,80629,248.7,200,49740,http://www.moma.org/collection/works/80629,http://www.moma.org/media/W1siZiIsIjE1MTAwNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=97ff1440f92aac0d
Place for Awakenings,Jean Dubuffet,French,French,Europe,1901,1985,Male,1960,"Pebbles, sand, and plastic paste on composition board",1968-10-08,1968,8,80632,88.4,115.2,10183.68,http://www.moma.org/collection/works/80632,http://www.moma.org/media/W1siZiIsIjE3MTE0OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9a4502c19067aa5b
New England Elegy 2,Robert Motherwell,American,American,North America,1915,1991,Male,1966,Synthetic polymer paint on canvas,1968-10-08,1968,2,80635,208.3,351.1,73134.13,http://www.moma.org/collection/works/80635,http://www.moma.org/media/W1siZiIsIjE1MTAxMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=398e9a2afe9a6496
Milky Way,Janet Sobel,American,American,North America,1894,1968,Female,1945,Enamel on canvas,1968-10-08,1968,23,80636,114,75.9,8652.6,http://www.moma.org/collection/works/80636,http://www.moma.org/media/W1siZiIsIjE2MjA0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=db25974dab741560
Maltese Cross,Al Held,American,American,North America,1928,2005,Male,1964,Synthetic polymer paint on canvas,2000-11-06,2000,36,80637,274.32,290.83,79780.4856,http://www.moma.org/collection/works/80637,http://www.moma.org/media/W1siZiIsIjc0NTQwIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=e7b4e8b360052ec1
Portrait of a Couple,Francis Picabia,French,French,Europe,1879,1953,Male,1943,Oil on board,2000-11-06,2000,57,80638,105.7,77.4,8181.18,http://www.moma.org/collection/works/80638,http://www.moma.org/media/W1siZiIsIjYzMDc4Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=041176f0d4913a96
Record,Robert Ryman,American,American,North America,1930,0,Male,1983,Oil and enamel on fiberglass with steel fasteners and square bolts,2000-11-06,2000,17,80639,98.2,91.6,8995.12,http://www.moma.org/collection/works/80639,http://www.moma.org/media/W1siZiIsIjE3MTE1MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fc6978fba4d28f31
Card Trick,Andre Masson,French,French,Europe,1896,1987,Male,1923,Oil on canvas,1974-12-07,1974,51,80642,73,50.2,3664.6,http://www.moma.org/collection/works/80642,http://www.moma.org/media/W1siZiIsIjIwOTU5NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=253e488666f623e2
Chap. Bean Sec,Ed Moses,American,American,North America,1926,0,Male,1973,Laminated tissue paper with synthetic polymer resin,1974-12-11,1974,1,80643,185.2,220.7,40873.64,http://www.moma.org/collection/works/80643,http://www.moma.org
The Storm,Edvard Munch,Norwegian,Norwegian,Europe,1863,1944,Male,1893,Oil on canvas,1974-12-11,1974,81,80644,91.8,130.8,12007.44,http://www.moma.org/collection/works/80644,http://www.moma.org/media/W1siZiIsIjE1MTAxOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=828a94603b033b19
Golden Section Painting: Square Separated by Parallelogram,Dorothea Rockburne,American,American,North America,1932,0,Female,1974,"Gesso and pencil on sized, glued, and folded linen",1974-12-11,1974,0,80645,163.6,265.5,43435.8,http://www.moma.org/collection/works/80645,http://www.moma.org/media/W1siZiIsIjI3ODc4OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1966cd6aa9d2d38a
Untitled Number 2,James Bishop,American,American,North America,1927,0,Male,1973,Oil on canvas,1975-02-11,1975,2,80647,193.1,193.3,37326.23,http://www.moma.org/collection/works/80647,http://www.moma.org/media/W1siZiIsIjE2NTQ1MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e80641100c09872c
The Snake Charmer,Victor Brauner,Romanian,Romanian,Europe,1903,1966,Male,1943,Encaustic on canvas,1975-02-11,1975,32,80649,65.1,54,3515.4,http://www.moma.org/collection/works/80649,http://www.moma.org/media/W1siZiIsIjE3MTkzMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=458993fa9fa81705
Mural Radio City Men's Lounge Mural: Men without Women,Stuart Davis,American,American,North America,1892,1964,Male,1932,Oil on canvas,1975-02-11,1975,43,80650,327.2,518,169489.6,http://www.moma.org/collection/works/80650,http://www.moma.org/media/W1siZiIsIjE2MTI5NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=58db3f4ecbedab29
Comic Wedlock,Francis Picabia,French,French,Europe,1879,1953,Male,1914,Oil on canvas,1975-02-11,1975,61,80656,196.5,200,39300,http://www.moma.org/collection/works/80656,http://www.moma.org/media/W1siZiIsIjI0MzcwMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4e4f293a707c1863
This Has to Do with Me,Francis Picabia,French,French,Europe,1879,1953,Male,1914,Oil on canvas,1975-02-11,1975,61,80657,199.8,199.2,39800.16,http://www.moma.org/collection/works/80657,http://www.moma.org/media/W1siZiIsIjI0MzcwNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1bb77bcc5cafe147
The Spring,Francis Picabia,French,French,Europe,1879,1953,Male,1912,Oil on canvas,1975-02-11,1975,63,80658,249.6,249.3,62225.28,http://www.moma.org/collection/works/80658,http://www.moma.org/media/W1siZiIsIjMzNzE3MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f3645f229aa742a6
Dances at the Spring [II],Francis Picabia,French,French,Europe,1879,1953,Male,1912,Oil on canvas,1975-02-11,1975,63,80659,251.8,248.9,62673.02,http://www.moma.org/collection/works/80659,http://www.moma.org/media/W1siZiIsIjI0MzcwNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e856c49c91b11285
Landscape,Marcel Duchamp,Spanish,Spanish,Europe,1881,1973,Male,1908,Oil on canvas,1975-02-11,1975,67,80660,100.8,81.3,8195.04,http://www.moma.org/collection/works/80660,http://www.moma.org/media/W1siZiIsIjE1MTAyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=350564de9163ceb4
The Jewish Woman,Jean Dubuffet,French,French,Europe,1901,1985,Male,1950,Oil on canvas,1968-11-12,1968,18,80668,116.2,88.7,10306.94,http://www.moma.org/collection/works/80668,http://www.moma.org/media/W1siZiIsIjE1OTE0NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3b3efc94486c4814
Grand Jazz Band New Orleans,Jean Dubuffet,French,French,Europe,1901,1985,Male,1944,Oil and tempera on canvas,1968-12-10,1968,24,80669,114.6,146.7,16811.82,http://www.moma.org/collection/works/80669,http://www.moma.org/media/W1siZiIsIjE1MTA0MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=16653c7c8b6e002d
Spring,Hans Hofmann,American,American,North America,1880,1966,Male,1944,Oil and enamel on wood,1968-12-10,1968,24,80670,28.5,35.7,1017.45,http://www.moma.org/collection/works/80670,http://www.moma.org/media/W1siZiIsIjIwMjExNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bf5a280c28b79317
Triballoon,Donald  Kaufman,American,American,North America,1935,0,Male,1968,Synthetic polymer paint on canvas,1968-12-10,1968,0,80671,243.8,244,59487.2,http://www.moma.org/collection/works/80671,http://www.moma.org/media/W1siZiIsIjMwODk4NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=74065ba25fa5d889
Jungle Scene,Lawrence Lebduska,American,American,North America,1894,1966,Male,1936,Oil on composition board,1968-12-10,1968,32,80672,59.5,75.9,4516.05,http://www.moma.org/collection/works/80672,http://www.moma.org
Jimmy Savo's Shoes,Loren MacIver,American,American,North America,1909,1998,Female,1944,Oil on canvas,1968-12-10,1968,24,80673,56.1,76.4,4286.04,http://www.moma.org/collection/works/80673,http://www.moma.org/media/W1siZiIsIjE3MTMyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1ba7179fea907aa6
Time Spectrum of Coincidences Between Electrons and Gamma Rays,Bernar Venet,French,French,Europe,1941,0,Male,1967,Synthetic polymer paint on canvas,1968-12-10,1968,1,80676,181.9,182.6,33214.94,http://www.moma.org/collection/works/80676,http://www.moma.org/media/W1siZiIsIjExODgxIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=cf07f2b8e51901b2
Red Mound Number 1,Theodoros Stamos,American,American,North America,1922,1997,Male,1963,Oil on canvas,1969-01-07,1969,6,80679,132,142,18744,http://www.moma.org/collection/works/80679,http://www.moma.org/media/W1siZiIsIjE3MTMyNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=21090fbac4167f07
Phenomena: Junction Red,Paul Jenkins,American,American,North America,1923,2012,Male,1963,Synthetic polymer paint on canvas,1969-01-07,1969,6,80680,170.3,120,20436,http://www.moma.org/collection/works/80680,http://www.moma.org/media/W1siZiIsIjE3MTkzNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3a82d63238322f73
Dive Bomber and Tank,Jose Clemente Orozco,Mexican,Mexican,North America,1883,1949,Male,1940,"Fresco, six panels",1940-09-30,1940,0,80681,274.3,548.6,150480.98,http://www.moma.org/collection/works/80681,http://www.moma.org/media/W1siZiIsIjE1OTE0NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=157b59f7c779dfc9
Agrarian Leader Zapata,Diego Rivera,Mexican,Mexican,North America,1886,1957,Male,1931,Fresco on reinforced cement in galvanized-steel framework,1940-05-28,1940,9,80682,238.1,188,44762.8,http://www.moma.org/collection/works/80682,http://www.moma.org/media/W1siZiIsIjIxNDY2MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9b4d92692ccddc81
Tribulations of Saint Anthony,James Ensor,Belgian,Belgian,Europe,1860,1949,Male,1887,Oil on canvas,1940-09-30,1940,53,80683,117.8,167.6,19743.28,http://www.moma.org/collection/works/80683,http://www.moma.org/media/W1siZiIsIjE0OTgzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=96be6f73891d0269
Leaves and Navels,Jean (Hans) Arp,French,French,Europe,1886,1966,Male,1929,Oil and cord on canvas,1940-09-30,1940,11,80686,35,27.3,955.5,http://www.moma.org/collection/works/80686,http://www.moma.org/media/W1siZiIsIjE3OTI2NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=680aadd06cb58999
Hopscotch,Loren MacIver,American,American,North America,1909,1998,Female,1940,Oil on canvas,1940-09-30,1940,0,80687,68.6,91.1,6249.46,http://www.moma.org/collection/works/80687,http://www.moma.org/media/W1siZiIsIjE3MzIyOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=47c9eb1e8fda1034
Spring,Hans Hofmann,American,American,North America,1893,1975,Male,1940,Oil on canvas,1940-09-30,1940,0,80689,61.3,46,2819.8,http://www.moma.org/collection/works/80689,http://www.moma.org/media/W1siZiIsIjE2MTM5NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ff5a36f31b9a6119
Ethnography,David Alfaro Siqueiros,Mexican,Mexican,North America,1896,1974,Male,1939,Enamel on composition board,1940-09-30,1940,1,80690,122.2,82.2,10044.84,http://www.moma.org/collection/works/80690,http://www.moma.org/media/W1siZiIsIjE2MDUyOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a5e081cb6624674a
